City,Locality,Property_Type,RERA_Approved,BHK,Bathrooms,Balconies,Floor,Age_of_Property_years,Ready_to_Move,Furnishing,Parking,Facing,Gated_Community,Lift_Available,Water_Supply,Security_Guard,Gym,Swimming_Pool,Power_Backup,Clubhouse,Play_Area,Near_School_km,Near_Hospital_km,Near_Metro_km,Near_Market_km,Monthly_Maintenance,EMI_Per_Lakh,Interest_Rate,Resale,Property_Tax_Annual,Pollution_Index,Noise_Index,Crime_Rate,Internet_Availability,Public_Transport_Score,Flood_Zone,Earthquake_Zone,Civic_Amenities_Rating,Market_Demand_Rating,Rental_Yield_Percent,Carpet_Area_sqft,Total_Floors,Expected_Price_Lakhs
Indore,Vijay Nagar,Villa,No,4,5,1,7,4,Yes,Unfurnished,Yes,West,Yes,No,Both,No,Yes,Yes,No,No,No,1.36,0.71,7.08,2.65,5097,1000.14,6.7,Yes,13630,79.9,71.2,14.8,7.3,6.0,Yes,No,7.5,6.3,2.79,1719,14,86.77
Ahmedabad,SG Highway,Villa,No,2,2,1,6,0,No,Unfurnished,No,West,Yes,Yes,Both,Yes,No,Yes,Yes,No,No,4.58,5.68,4.74,1.32,7430,832.59,7.46,No,23570,57.0,54.5,22.5,9.0,8.2,No,No,9.9,5.4,3.11,743,8,45.17
Kolkata,Garia,Independent House,No,3,4,1,14,24,Yes,Unfurnished,No,East,No,Yes,Corporation,Yes,Yes,Yes,Yes,No,Yes,2.08,0.8,1.67,2.1,5286,810.39,8.76,No,4475,84.5,83.2,48.0,6.3,6.9,Yes,Yes,10.0,5.2,2.64,1030,22,63.18
Kolkata,Dum Dum,Independent House,No,1,1,0,6,6,No,Unfurnished,No,West,Yes,No,Borewell,Yes,Yes,Yes,Yes,Yes,Yes,4.75,4.39,1.61,1.74,4722,830.32,7.43,Yes,20662,82.5,41.9,18.9,7.0,5.7,No,No,9.5,6.3,4.14,1498,13,110.55
Jaipur,Jhotwara,Apartment,No,2,3,0,17,6,No,Furnished,Yes,North,No,Yes,Both,Yes,No,No,Yes,No,Yes,0.17,3.12,7.85,0.73,7673,754.17,8.74,Yes,2936,50.2,43.1,46.4,9.1,9.9,Yes,No,7.9,8.7,2.29,436,27,20.6
Indore,Rajendra Nagar,Villa,Yes,3,3,0,9,9,No,Unfurnished,No,North,Yes,Yes,Corporation,No,Yes,Yes,Yes,Yes,Yes,2.19,2.41,3.54,2.33,1785,847.11,9.31,No,21838,81.7,67.4,16.1,7.8,7.5,No,No,9.3,5.2,3.2,871,14,41.34
Delhi,South Extension,Villa,No,2,2,2,11,12,Yes,Furnished,No,East,Yes,Yes,Both,Yes,Yes,Yes,No,No,No,1.14,3.27,4.68,2.2,4944,911.45,6.63,No,1280,53.5,49.2,59.0,6.1,5.1,Yes,No,5.4,6.7,3.62,783,17,360.89
Pune,Kalyani Nagar,Independent House,No,4,4,1,9,11,No,Semi-Furnished,Yes,North,Yes,No,Borewell,Yes,Yes,No,No,No,Yes,1.29,1.9,7.61,1.62,5221,987.87,6.6,Yes,24607,81.9,70.9,19.1,7.3,8.9,Yes,No,7.7,8.9,2.77,1198,15,138.19
Indore,MR-10,Independent House,Yes,4,4,1,6,7,Yes,Semi-Furnished,No,North,No,No,Both,No,No,Yes,No,Yes,No,2.71,3.84,1.12,1.8,3556,1062.28,8.05,No,12654,47.5,53.2,53.4,8.4,8.3,Yes,Yes,5.3,6.0,2.56,1543,6,76.63
Ahmedabad,Bopal,Apartment,Yes,4,4,1,2,9,Yes,Semi-Furnished,Yes,West,No,No,Borewell,Yes,Yes,Yes,Yes,Yes,Yes,2.07,2.68,7.77,2.13,5043,769.02,8.67,No,14211,35.1,59.8,14.2,9.9,6.0,Yes,No,5.8,9.2,4.09,1753,4,95.13
Pune,Wakad,Independent House,No,2,3,1,1,25,No,Furnished,Yes,North,Yes,Yes,Corporation,Yes,Yes,No,Yes,Yes,No,0.43,5.11,4.83,0.78,6515,921.64,7.63,Yes,19743,42.4,58.5,35.5,7.4,7.9,No,Yes,6.4,6.5,2.91,1580,1,180.73
Hyderabad,Begumpet,Independent House,Yes,2,3,2,7,18,No,Semi-Furnished,Yes,East,Yes,Yes,Corporation,No,No,No,Yes,No,No,4.73,3.07,6.99,1.72,6362,867.85,9.39,No,13512,42.4,56.6,40.6,9.8,7.4,No,Yes,7.6,8.5,2.22,1016,8,99.25
Kochi,Panampilly Nagar,Independent House,Yes,2,2,2,2,21,No,Semi-Furnished,No,South,No,Yes,Corporation,Yes,Yes,Yes,Yes,No,Yes,3.89,1.27,4.55,1.04,1792,725.57,7.78,No,23450,86.9,84.6,54.6,6.7,5.6,No,No,8.2,6.5,2.21,1866,7,94.44
Indore,Vijay Nagar,Independent House,Yes,3,3,0,15,22,Yes,Semi-Furnished,Yes,North,Yes,No,Corporation,Yes,No,Yes,No,No,No,1.15,0.92,6.12,2.6,4389,807.23,7.99,Yes,24425,30.4,83.9,49.7,8.5,7.0,Yes,No,9.9,5.4,3.99,720,24,41.16
Kochi,Kaloor,Villa,No,3,4,2,12,14,No,Unfurnished,No,North,Yes,Yes,Both,No,No,Yes,Yes,Yes,No,0.32,5.01,3.57,1.21,5766,857.72,7.51,No,4356,59.3,50.3,28.9,7.3,9.4,No,Yes,7.0,9.0,4.34,1059,20,68.55
Hyderabad,Gachibowli,Apartment,Yes,3,4,0,3,11,Yes,Semi-Furnished,Yes,South,No,Yes,Corporation,Yes,Yes,No,Yes,Yes,No,1.47,1.94,3.07,1.49,3314,883.54,9.19,Yes,9359,42.0,83.1,26.9,7.4,7.4,Yes,Yes,5.2,5.5,2.02,1849,11,121.74
Bengaluru,Indiranagar,Apartment,Yes,4,5,1,12,1,Yes,Unfurnished,Yes,East,No,Yes,Corporation,No,Yes,Yes,Yes,No,Yes,4.96,3.72,3.26,1.21,3112,1081.3,9.38,Yes,21169,59.4,56.6,49.4,8.6,8.2,Yes,No,6.7,6.0,3.37,1995,21,223.26
Delhi,Saket,Apartment,Yes,2,2,2,12,10,No,Semi-Furnished,Yes,North,Yes,Yes,Borewell,Yes,No,Yes,Yes,Yes,No,3.68,0.59,3.17,2.42,5020,884.7,7.46,Yes,15769,59.5,56.5,53.1,7.7,8.9,Yes,Yes,9.4,7.8,4.3,772,13,232.64
Chandigarh,Sector 17,Villa,Yes,4,5,1,17,21,No,Furnished,Yes,North,Yes,Yes,Both,Yes,No,Yes,Yes,Yes,No,4.42,1.8,5.28,0.72,2970,1074.45,7.43,Yes,1147,80.8,48.2,20.2,7.6,8.0,Yes,No,5.7,6.7,3.68,1735,25,147.18
Delhi,South Extension,Villa,Yes,4,5,2,7,19,Yes,Furnished,No,North,Yes,No,Both,No,No,No,No,No,Yes,0.17,1.02,5.37,2.47,3358,778.5,8.03,Yes,16032,75.3,57.6,57.9,8.5,7.0,No,No,9.1,5.2,3.92,1543,14,413.88
Kochi,Edappally,Apartment,Yes,1,2,2,15,2,No,Semi-Furnished,Yes,West,No,No,Borewell,No,Yes,Yes,No,Yes,Yes,2.24,3.81,6.33,1.6,4279,740.59,8.44,Yes,11531,74.7,62.3,41.5,9.9,8.0,No,Yes,5.4,5.8,2.35,735,22,47.75
Indore,Vijay Nagar,Villa,No,2,2,0,8,12,Yes,Furnished,Yes,West,Yes,No,Both,No,Yes,No,Yes,Yes,No,0.51,0.71,2.44,2.4,7835,1198.47,6.99,Yes,9927,38.4,58.4,22.9,9.6,8.7,No,Yes,7.0,7.5,2.54,2046,14,92.51
Chandigarh,Sector 22,Villa,No,1,1,1,5,23,Yes,Semi-Furnished,No,North,No,Yes,Borewell,No,Yes,No,Yes,No,Yes,2.0,5.06,2.22,0.76,3357,940.37,8.39,Yes,2715,46.2,54.7,17.1,6.5,7.1,No,Yes,8.1,8.8,3.65,1111,10,99.6
Bengaluru,Jayanagar,Apartment,Yes,1,1,2,7,13,Yes,Unfurnished,Yes,West,Yes,No,Borewell,Yes,Yes,No,No,No,Yes,1.62,0.67,5.35,0.25,3362,1117.94,6.88,No,20518,50.3,71.9,22.3,9.8,8.6,No,Yes,5.1,7.0,4.11,1722,7,186.61
Hyderabad,Banjara Hills,Villa,Yes,3,3,1,19,20,Yes,Semi-Furnished,No,South,Yes,No,Borewell,Yes,Yes,No,No,No,No,3.8,4.72,1.88,1.44,1274,1169.57,6.61,Yes,13708,71.1,53.9,33.5,6.6,5.4,No,No,6.1,7.2,2.92,446,22,34.74
Kolkata,New Alipore,Apartment,No,3,4,0,13,12,Yes,Unfurnished,Yes,West,Yes,Yes,Borewell,No,Yes,Yes,No,No,Yes,4.53,3.61,6.85,2.23,1215,751.39,7.98,Yes,20727,67.4,74.4,18.9,8.6,5.0,Yes,No,9.0,8.3,2.86,1720,13,118.3
Jaipur,Jagatpura,Independent House,No,1,1,2,9,15,Yes,Furnished,Yes,East,No,Yes,Borewell,No,No,No,Yes,No,Yes,0.36,5.08,2.25,2.1,1013,1199.47,8.14,No,18374,85.0,81.0,25.7,6.6,8.3,Yes,No,7.3,6.4,4.35,1217,12,68.43
Ahmedabad,Thaltej,Apartment,No,2,2,0,5,4,No,Unfurnished,No,North,Yes,Yes,Corporation,No,No,Yes,Yes,Yes,No,1.51,3.33,3.76,2.76,4469,1189.64,8.46,No,23804,67.7,45.2,12.4,6.7,7.5,Yes,No,6.0,9.6,4.46,540,12,37.37
Patna,Bailey Road,Independent House,Yes,2,3,0,12,17,Yes,Semi-Furnished,No,East,No,No,Corporation,No,No,Yes,No,No,Yes,1.23,1.64,4.53,1.3,7802,702.2,9.43,Yes,1106,86.7,64.1,29.7,8.0,9.0,Yes,Yes,6.7,7.2,2.95,1553,20,73.16
Bengaluru,Hebbal,Independent House,No,2,2,1,19,20,No,Semi-Furnished,No,East,No,No,Borewell,No,No,Yes,Yes,Yes,No,4.26,5.69,2.69,0.63,1861,1105.72,9.31,No,6044,67.3,55.9,17.3,8.0,9.3,No,No,5.9,5.4,3.7,2177,26,225.79
Delhi,Rohini,Villa,Yes,3,4,1,1,17,No,Semi-Furnished,No,East,Yes,Yes,Corporation,No,Yes,Yes,Yes,Yes,Yes,3.73,1.53,1.45,0.73,6295,923.29,7.45,No,12506,33.2,72.3,27.1,9.9,6.5,No,No,6.0,7.1,3.18,1650,3,751.04
Chandigarh,Sector 17,Villa,No,1,2,0,2,1,No,Semi-Furnished,Yes,East,Yes,Yes,Borewell,No,Yes,No,Yes,Yes,No,4.46,3.42,1.38,1.47,1064,775.59,8.89,No,22254,30.9,83.7,51.2,9.1,6.4,No,No,9.2,5.8,3.55,1220,3,92.29
Chennai,Adyar,Independent House,Yes,4,5,0,3,3,No,Furnished,Yes,North,Yes,Yes,Corporation,Yes,Yes,No,No,No,No,0.99,3.49,6.16,0.35,7035,732.11,8.15,Yes,9220,67.1,68.2,25.5,9.5,7.9,No,Yes,9.0,9.7,4.25,1052,3,97.99
Patna,Rajendra Nagar,Independent House,No,2,3,0,12,24,Yes,Unfurnished,No,East,Yes,Yes,Borewell,No,Yes,No,No,No,No,0.49,5.0,4.24,0.67,6932,996.47,7.92,Yes,15404,50.2,58.4,26.1,7.1,6.3,Yes,No,6.5,5.6,2.87,1706,22,99.86
Mumbai,Malad,Apartment,Yes,3,3,0,2,15,Yes,Semi-Furnished,No,West,No,No,Borewell,Yes,No,No,No,No,No,0.33,2.81,5.21,2.88,2854,936.03,8.4,No,24339,62.3,75.8,24.6,7.8,8.1,Yes,No,6.1,7.6,3.3,1457,4,577.21
Pune,Baner,Apartment,No,3,3,1,1,12,Yes,Semi-Furnished,Yes,North,Yes,Yes,Corporation,No,No,Yes,No,Yes,No,0.91,1.28,4.7,1.1,5389,780.38,6.81,Yes,5147,48.3,67.4,38.1,7.8,8.3,Yes,Yes,7.3,7.2,3.73,1586,3,161.4
Patna,Rajendra Nagar,Independent House,Yes,4,5,2,1,17,Yes,Unfurnished,Yes,East,No,Yes,Both,Yes,Yes,No,Yes,Yes,Yes,0.44,1.6,3.45,0.99,1050,1090.3,9.43,No,21337,61.2,44.0,17.2,7.2,8.9,Yes,No,9.3,6.5,2.45,1252,7,44.67
Patna,Ashiana Nagar,Villa,Yes,4,5,2,18,12,No,Furnished,Yes,West,Yes,No,Both,No,Yes,No,Yes,No,Yes,0.89,3.05,5.55,0.34,4323,1032.31,6.78,No,22699,56.0,63.4,42.7,8.9,5.3,No,Yes,6.5,6.7,2.4,1074,27,68.32
Delhi,South Extension,Villa,Yes,1,1,2,7,19,No,Furnished,No,South,Yes,No,Both,No,Yes,Yes,No,No,No,4.35,4.38,3.34,0.98,7409,799.18,6.74,No,3107,72.5,75.6,53.7,7.3,9.5,Yes,Yes,6.8,6.2,3.94,988,12,224.02
Surat,Piplod,Apartment,Yes,1,1,0,5,17,No,Unfurnished,Yes,East,Yes,No,Borewell,Yes,Yes,Yes,No,Yes,No,2.48,1.23,3.02,0.46,1121,709.93,7.37,Yes,4348,56.6,53.9,17.3,9.4,9.6,Yes,Yes,8.1,8.2,3.79,573,14,20.39
Chennai,Tambaram,Independent House,No,1,1,0,6,13,Yes,Semi-Furnished,Yes,East,No,Yes,Corporation,Yes,No,No,Yes,Yes,No,0.27,4.41,6.48,0.5,3869,884.05,9.22,No,16035,54.6,82.2,56.4,8.9,9.5,No,No,6.9,7.9,3.09,643,10,53.33
Lucknow,Rajajipuram,Apartment,Yes,1,2,0,2,13,No,Unfurnished,Yes,West,Yes,Yes,Borewell,Yes,No,Yes,No,Yes,Yes,3.81,2.68,5.7,1.67,5121,983.02,8.62,Yes,4351,33.3,52.9,36.3,9.8,9.5,Yes,Yes,9.7,5.6,2.42,1840,5,100.04
Chennai,Anna Nagar,Apartment,Yes,3,3,1,1,8,No,Semi-Furnished,Yes,North,Yes,Yes,Borewell,Yes,Yes,No,No,No,Yes,2.89,4.14,1.52,1.83,3917,1035.05,7.21,Yes,23050,85.5,72.4,52.8,6.4,7.5,Yes,Yes,8.6,7.6,2.74,672,11,49.18
Indore,Rau,Independent House,Yes,3,4,2,14,21,Yes,Semi-Furnished,Yes,West,No,Yes,Both,No,No,Yes,No,Yes,Yes,0.94,3.33,5.49,1.15,2634,960.5,9.02,Yes,20698,55.4,59.8,53.2,9.9,6.4,Yes,Yes,6.9,6.1,2.73,471,22,29.68
Hyderabad,Gachibowli,Independent House,Yes,4,5,2,14,11,Yes,Furnished,No,West,Yes,No,Both,Yes,No,Yes,No,No,Yes,0.85,1.24,6.0,1.84,2200,708.63,7.21,No,2370,70.8,44.4,30.1,6.0,8.4,Yes,Yes,9.4,8.0,4.48,1282,18,92.77
Visakhapatnam,Dwaraka Nagar,Apartment,Yes,1,1,0,5,24,No,Semi-Furnished,Yes,South,Yes,No,Both,Yes,Yes,Yes,Yes,Yes,Yes,3.31,4.29,5.01,2.68,1675,914.74,7.83,No,9377,51.6,83.1,10.9,6.9,7.7,No,Yes,5.9,9.3,3.33,518,11,32.1
Bengaluru,Koramangala,Apartment,No,1,2,0,11,3,No,Unfurnished,Yes,South,Yes,Yes,Both,No,No,No,Yes,No,No,2.83,3.26,1.84,1.41,5602,1120.03,8.72,Yes,8001,73.0,65.7,17.7,8.2,7.2,No,No,5.6,6.2,4.31,2091,16,240.26
Chandigarh,Manimajra,Apartment,Yes,4,4,1,7,21,Yes,Semi-Furnished,No,South,No,Yes,Both,Yes,Yes,No,Yes,No,No,1.48,1.86,3.46,2.31,1939,878.74,6.52,No,22381,78.6,50.7,27.7,8.0,8.1,Yes,Yes,8.8,9.6,2.2,1978,16,143.45
Chennai,Anna Nagar,Villa,No,1,2,1,10,22,No,Furnished,No,South,Yes,No,Both,Yes,No,Yes,No,No,No,1.37,3.76,3.58,2.31,2222,750.93,8.87,No,3824,35.5,63.6,16.4,7.4,5.5,No,No,5.5,9.0,2.47,1002,17,91.47
Surat,Adajan,Villa,No,1,2,0,7,25,Yes,Semi-Furnished,No,South,No,No,Corporation,Yes,Yes,No,No,Yes,Yes,0.61,1.94,7.85,2.1,4078,1066.59,7.17,Yes,5562,80.9,54.6,38.6,9.1,5.3,Yes,No,7.5,5.3,2.03,548,11,18.09
Hyderabad,Madhapur,Independent House,No,3,4,0,14,20,Yes,Semi-Furnished,Yes,South,Yes,Yes,Borewell,Yes,Yes,Yes,No,Yes,Yes,2.29,0.24,7.68,1.86,4964,979.14,9.16,Yes,19228,71.3,69.2,20.1,8.2,8.7,Yes,No,7.1,8.3,3.29,1178,16,81.73
Bengaluru,Hebbal,Villa,Yes,4,5,2,9,2,Yes,Semi-Furnished,No,North,No,No,Corporation,No,Yes,No,Yes,Yes,No,3.61,5.37,7.32,1.6,7533,1170.11,7.9,No,22623,47.8,77.6,16.4,6.7,5.2,No,Yes,8.5,9.4,3.1,1839,13,207.0
Chennai,Velachery,Independent House,Yes,2,3,2,19,1,No,Unfurnished,No,East,Yes,Yes,Both,Yes,Yes,Yes,No,No,Yes,0.11,5.66,5.23,0.81,4647,1038.91,6.54,Yes,5089,38.8,65.3,23.4,8.4,7.5,Yes,No,9.4,7.8,2.86,640,29,60.15
Visakhapatnam,Seethammadhara,Apartment,Yes,1,2,0,15,1,No,Unfurnished,Yes,South,No,No,Corporation,Yes,No,No,No,No,Yes,0.59,3.09,7.01,1.77,2784,1077.21,7.18,No,18135,47.7,76.9,12.7,6.5,5.7,No,Yes,8.4,6.5,4.17,1130,17,76.64
Ahmedabad,Thaltej,Independent House,Yes,1,2,2,5,14,Yes,Furnished,No,South,No,Yes,Both,No,Yes,No,Yes,No,No,1.06,2.64,7.82,2.62,3639,872.99,9.49,Yes,6404,81.6,54.5,32.3,7.1,8.3,No,Yes,6.3,5.6,3.26,1196,10,51.26
Jaipur,Mansarovar,Apartment,Yes,4,5,2,3,6,Yes,Semi-Furnished,Yes,North,No,Yes,Borewell,No,No,Yes,Yes,Yes,No,0.47,4.31,4.55,0.5,5233,763.69,6.66,Yes,4390,81.1,55.9,21.5,8.4,8.3,Yes,Yes,9.0,9.0,4.1,1801,5,100.98
Chennai,Velachery,Apartment,No,3,4,0,1,20,Yes,Furnished,Yes,West,Yes,Yes,Both,Yes,No,No,Yes,No,Yes,0.28,0.37,3.4,2.69,5854,967.82,8.29,Yes,1480,60.8,63.3,27.2,6.3,6.4,Yes,Yes,9.4,6.3,3.51,2178,7,212.74
Kochi,Panampilly Nagar,Apartment,No,1,1,1,14,24,No,Semi-Furnished,No,North,Yes,No,Borewell,No,Yes,No,Yes,Yes,Yes,4.14,1.13,2.46,1.58,4287,1177.78,8.26,Yes,20566,55.1,75.0,32.1,8.7,7.8,Yes,No,6.4,7.6,2.3,770,23,37.7
Lucknow,Chinhat,Apartment,Yes,4,4,1,5,24,Yes,Furnished,Yes,South,Yes,No,Borewell,Yes,Yes,Yes,Yes,No,Yes,0.72,1.51,4.25,1.5,7701,883.19,7.93,No,21270,48.6,58.6,53.6,8.7,8.0,Yes,No,6.4,9.2,4.34,1340,5,72.09
Ahmedabad,Thaltej,Apartment,Yes,4,5,2,11,4,Yes,Unfurnished,Yes,West,Yes,No,Borewell,No,Yes,No,No,Yes,No,2.58,0.87,3.75,2.06,1010,947.67,9.01,Yes,9133,38.5,60.4,20.5,7.9,7.0,Yes,No,5.2,9.4,2.04,767,12,48.45
Chennai,Anna Nagar,Villa,No,4,4,0,20,18,Yes,Furnished,Yes,South,No,Yes,Corporation,No,No,Yes,No,No,Yes,1.0,5.04,3.14,1.16,5667,942.77,6.89,No,10430,66.2,49.1,35.0,9.4,6.3,No,Yes,8.0,5.1,4.02,1989,22,156.02
Pune,Hinjewadi,Independent House,No,3,3,2,8,13,No,Semi-Furnished,Yes,North,No,Yes,Both,No,Yes,Yes,Yes,No,No,2.13,2.43,0.65,1.13,6815,1015.41,6.74,Yes,13227,78.7,48.6,24.4,6.2,8.4,No,Yes,5.6,8.1,2.22,1804,8,139.24
Pune,Koregaon Park,Apartment,No,2,2,0,8,13,No,Semi-Furnished,Yes,East,Yes,Yes,Both,Yes,No,No,No,Yes,No,3.26,1.34,7.54,2.79,5830,720.9,6.8,Yes,20493,48.9,81.3,48.9,9.9,9.1,Yes,No,9.3,6.9,4.23,578,17,58.39
Pune,Wakad,Villa,Yes,1,2,1,17,20,Yes,Semi-Furnished,Yes,West,Yes,Yes,Both,Yes,Yes,Yes,Yes,Yes,No,2.44,1.46,4.52,0.82,1435,1084.15,6.83,No,23411,87.4,84.3,50.2,8.5,7.7,No,No,7.9,9.3,3.27,2193,20,174.31
Visakhapatnam,Dwaraka Nagar,Independent House,Yes,2,2,1,11,17,No,Furnished,Yes,East,No,Yes,Borewell,Yes,No,Yes,No,Yes,No,2.25,0.84,0.58,2.55,7663,928.68,6.9,Yes,9074,46.1,75.3,17.1,9.0,7.2,No,Yes,5.3,6.4,3.54,1705,21,84.77
Delhi,South Extension,Independent House,No,2,3,0,7,7,Yes,Furnished,No,North,No,No,Both,Yes,No,No,Yes,No,No,0.46,1.54,5.36,0.61,2566,1174.0,7.71,No,6163,51.6,61.1,34.2,6.8,7.3,No,No,9.7,9.2,4.11,1812,9,447.11
Delhi,Janakpuri,Independent House,No,1,2,1,9,7,Yes,Semi-Furnished,No,East,Yes,No,Borewell,No,No,No,No,No,No,4.8,2.59,1.54,1.87,6782,857.32,9.38,No,17500,33.9,43.8,44.1,7.2,5.4,No,No,9.1,5.6,2.97,1287,14,123.13
Kolkata,Behala,Independent House,Yes,3,3,1,17,1,Yes,Semi-Furnished,Yes,North,No,Yes,Corporation,No,Yes,Yes,Yes,Yes,Yes,3.49,5.98,2.77,0.85,4212,973.95,6.67,No,21353,75.8,75.0,12.7,9.4,8.3,No,Yes,7.8,7.1,3.17,1602,24,111.4
Kolkata,Garia,Apartment,No,3,3,2,17,21,Yes,Unfurnished,Yes,East,Yes,No,Both,Yes,No,No,Yes,No,Yes,3.61,2.59,1.9,0.23,2648,790.66,8.65,No,19976,86.8,60.2,33.8,7.1,7.0,Yes,No,9.7,5.7,2.65,834,18,42.43
Jaipur,C-Scheme,Independent House,No,1,2,0,11,9,No,Semi-Furnished,Yes,East,No,No,Both,Yes,Yes,Yes,No,Yes,No,4.21,2.56,3.67,0.43,6026,1130.46,7.58,Yes,23104,86.7,56.1,35.4,6.9,8.4,Yes,No,6.7,7.7,3.79,462,20,24.8
Mumbai,Vikhroli,Independent House,No,3,3,0,5,0,No,Furnished,No,North,Yes,Yes,Corporation,Yes,Yes,No,Yes,No,No,1.03,2.38,4.81,1.58,4907,782.88,8.16,Yes,22147,72.8,52.7,48.4,6.3,8.4,No,No,9.9,7.3,4.24,1101,5,461.04
Chandigarh,Sector 22,Independent House,Yes,3,3,0,1,4,No,Furnished,Yes,South,No,Yes,Borewell,Yes,No,No,Yes,Yes,Yes,2.31,2.93,4.17,2.52,4047,1156.5,7.95,Yes,15553,38.6,60.4,30.8,6.6,5.3,No,Yes,6.6,7.1,3.87,1513,2,101.65
Mumbai,Malad,Villa,Yes,1,2,2,1,25,No,Unfurnished,No,West,No,Yes,Both,Yes,Yes,No,Yes,Yes,No,1.59,3.56,7.11,1.29,4176,1135.51,9.29,No,11676,44.5,57.4,12.3,6.9,5.1,No,No,5.1,9.5,3.58,1948,7,654.1
Visakhapatnam,MVP Colony,Apartment,Yes,2,3,0,6,10,No,Semi-Furnished,Yes,South,Yes,No,Corporation,No,No,No,Yes,No,No,3.31,1.5,5.03,1.84,6341,722.66,9.36,No,14616,86.5,82.6,33.1,7.1,9.1,Yes,Yes,7.9,5.6,2.31,1602,12,111.26
Hyderabad,Madhapur,Independent House,No,3,3,2,2,25,No,Unfurnished,No,East,No,Yes,Borewell,No,Yes,Yes,Yes,No,Yes,1.17,4.3,2.56,2.7,3573,1046.73,9.05,Yes,11386,67.0,60.8,22.8,9.6,6.0,No,No,5.0,6.5,3.54,1226,7,125.05
Delhi,Lajpat Nagar,Villa,Yes,4,5,2,17,3,Yes,Unfurnished,No,North,No,Yes,Both,No,No,No,No,Yes,No,0.44,4.0,4.12,2.57,5386,816.09,8.12,No,3701,37.6,84.6,33.6,6.4,9.5,No,Yes,6.2,9.8,2.7,2043,24,663.07
Kolkata,Garia,Apartment,Yes,3,4,2,11,23,No,Semi-Furnished,No,North,No,No,Both,No,Yes,Yes,No,No,No,1.87,4.21,3.37,0.51,7784,1038.86,7.24,Yes,5266,78.7,80.1,30.8,7.0,7.4,No,Yes,9.9,6.0,4.18,1280,17,96.24
Pune,Kalyani Nagar,Villa,No,2,2,0,19,3,Yes,Unfurnished,Yes,South,Yes,No,Corporation,No,No,Yes,No,No,Yes,1.45,5.28,3.73,1.11,7307,1139.98,7.82,Yes,21138,52.8,58.6,22.9,9.4,8.4,No,No,7.4,8.2,2.3,1422,24,131.74
Chennai,Adyar,Villa,Yes,2,3,0,9,6,Yes,Furnished,No,East,No,No,Both,No,Yes,No,Yes,No,No,2.18,3.76,3.16,1.01,3568,838.0,7.34,Yes,16082,81.4,81.5,15.9,9.7,6.2,Yes,No,7.9,8.4,4.18,2093,10,155.75
Jaipur,Malviya Nagar,Apartment,No,2,3,2,6,6,No,Unfurnished,No,West,Yes,Yes,Both,Yes,No,No,Yes,No,Yes,2.78,4.06,4.3,1.93,3006,868.32,6.52,No,18573,32.5,84.9,46.1,8.0,6.1,Yes,No,8.9,9.8,3.67,2158,12,88.18
Lucknow,Chinhat,Villa,Yes,1,2,1,3,25,No,Semi-Furnished,No,West,Yes,Yes,Both,No,No,No,Yes,Yes,Yes,0.24,2.97,6.76,0.5,5753,885.1,6.9,No,12465,50.5,69.3,46.9,9.7,7.1,Yes,Yes,5.7,9.5,3.51,1248,8,60.41
Patna,Bailey Road,Independent House,Yes,3,3,0,8,18,No,Unfurnished,No,South,Yes,No,Both,No,Yes,Yes,No,Yes,No,4.9,5.53,0.9,1.7,5225,851.48,7.06,No,12096,59.9,47.8,44.3,9.4,8.7,No,Yes,6.9,5.1,4.42,1629,18,57.46
Ahmedabad,Navrangpura,Villa,No,1,1,1,9,24,Yes,Semi-Furnished,No,West,Yes,No,Borewell,Yes,No,Yes,Yes,Yes,No,2.24,2.27,3.02,1.34,5743,1047.27,7.87,Yes,12772,36.1,84.9,41.3,6.3,8.8,Yes,No,5.0,9.7,3.19,526,14,31.15
Indore,Rau,Independent House,Yes,3,3,0,4,11,Yes,Furnished,No,East,No,Yes,Both,Yes,No,No,Yes,Yes,No,2.55,5.23,3.8,2.68,1718,926.92,9.31,No,18364,49.5,80.0,58.5,7.4,7.7,No,No,7.1,8.6,3.29,734,14,38.12
Delhi,Janakpuri,Villa,Yes,4,5,1,16,14,No,Unfurnished,No,West,No,Yes,Both,Yes,Yes,Yes,No,No,No,4.53,4.71,7.03,0.6,1008,963.88,8.34,No,7683,60.3,60.4,10.8,7.1,9.3,Yes,Yes,8.4,9.1,4.43,1143,24,556.49
Delhi,Karol Bagh,Independent House,Yes,2,3,2,2,13,No,Unfurnished,Yes,West,Yes,No,Both,No,No,No,Yes,Yes,No,3.37,2.95,7.3,2.46,5520,1012.08,7.83,Yes,12443,87.4,57.6,35.3,6.6,5.9,Yes,Yes,6.8,7.8,2.05,772,6,65.91
Ahmedabad,Maninagar,Apartment,Yes,3,3,1,6,21,No,Unfurnished,No,West,No,No,Borewell,No,Yes,No,No,Yes,No,3.72,1.19,6.06,2.43,1268,823.08,9.41,No,4331,56.0,45.4,40.0,9.2,6.0,Yes,No,6.2,5.1,2.74,1628,8,111.34
Chennai,T. Nagar,Villa,Yes,3,3,2,13,19,No,Semi-Furnished,No,North,Yes,Yes,Borewell,Yes,Yes,No,Yes,No,Yes,1.87,1.49,6.2,2.6,5327,781.43,8.28,Yes,17206,68.3,52.7,28.2,7.8,8.0,No,No,8.1,8.7,2.98,443,19,31.35
